철도운영기관,노선명,역명,출구번호,출구별주요시설명
서울교통공사,1호선,종로3가,12,장사기계공구상가
서울교통공사,1호선,종로3가,13,힐스테이트세운센트럴1단지
서울교통공사,1호선,종로3가,14,한국금거래소
서울교통공사,1호선,종로3가,15,YBM유학센터
서울교통공사,1호선,종로3가,15,SK텔레콤(종로센터)
서울교통공사,1호선,종로3가,15,파고다어학원
서울교통공사,1호선,종각,1,제일은행(본점)
서울교통공사,1호선,종각,1,교보문고(본점)
서울교통공사,1호선,종각,1,주한호주대사관
서울교통공사,1호선,종각,1,교보생명본사
서울교통공사,1호선,종각,1,KT광화문빌딩
서울교통공사,1호선,종각,1,국민은행(세종로점)
서울교통공사,1호선,종각,1,대한민국역사박물관
서울교통공사,1호선,종각,1,GS건설(본사)
서울교통공사,1호선,종각,1,뉴욕타임즈(서울지국)
서울교통공사,1호선,동대문,3,종로구보건소(동부진료소)
서울교통공사,1호선,동대문,3,창신골목시장
서울교통공사,1호선,동대문,3,우리은행(창신동지점)
서울교통공사,1호선,동대문,3,네팔음식거리
서울교통공사,1호선,동대문,4,창신1동우편취급국
서울교통공사,1호선,동대문,4,창신동인장거리
서울교통공사,1호선,동대문,4,동평화시장
서울교통공사,1호선,동대문,4,동대문신발상가
서울교통공사,1호선,동대문,5,동문시장
서울교통공사,1호선,동대문,5,동대문신발도매상가
서울교통공사,1호선,동대문,6,신평화상가
서울교통공사,1호선,동대문,6,남평화상가
서울교통공사,1호선,동대문,6,제일평화시장
서울교통공사,1호선,종로5가,1,㈜대상본사
서울교통공사,1호선,종로5가,1,종가집본사
서울교통공사,1호선,종로5가,1,한국토지주택공사(주거복지지사)
서울교통공사,1호선,종로5가,2,홍익대(대학로캠퍼스)
서울교통공사,1호선,종로5가,2,신한은행(연지동점)
서울교통공사,1호선,종로5가,2,서울시광역치매센터
서울교통공사,1호선,종로5가,2,현대아산(본사)
서울교통공사,1호선,종로5가,2,서울스포츠클럽
서울교통공사,1호선,종로5가,3,서울대학교병원(융합의학기술원)
서울교통공사,1호선,종로5가,3,서울지방국세청(효제별관)
서울교통공사,1호선,종로5가,4,하나은행(종로5가점)
서울교통공사,1호선,종로5가,5,종로5가 먹거리골목
서울교통공사,1호선,종로5가,6,훈련원공원
서울교통공사,1호선,종로5가,6,국립중앙의료원
서울교통공사,1호선,종로5가,6,중구구민회관
서울교통공사,1호선,종로5가,7,국민은행(청계점)
서울교통공사,1호선,종로5가,7,광장시장전골목
서울교통공사,1호선,종로5가,7,기업은행(청계5가점)
서울교통공사,1호선,종로5가,8,우리은행(종로4가점)
서울교통공사,1호선,신설동,5,한화생명(신설동사옥)
서울교통공사,1호선,신설동,5,수협은행(신설동역점)
서울교통공사,1호선,신설동,5,기업은행(신설동점)
서울교통공사,1호선,신설동,6,수협은행(신설동역점)
서울교통공사,1호선,신설동,6,신용보증기금(동대문지점)
서울교통공사,1호선,신설동,6,마리아병원
서울교통공사,1호선,신설동,11,숭인그린공원
서울교통공사,1호선,신설동,11,수도어학학원
서울교통공사,1호선,신설동,11,이주여성인권센터
서울교통공사,1호선,신설동,12,숭인119안전센터
서울교통공사,1호선,신설동,12,종로숭인새마을금고
서울교통공사,1호선,동묘앞,1,서울게스트하우스
서울교통공사,1호선,동묘앞,2,서울직업전문학교
서울교통공사,1호선,동묘앞,3,동묘시장
서울교통공사,1호선,동묘앞,3,서울다솜관광고등학교
서울교통공사,1호선,동묘앞,3,동묘파출소
서울교통공사,1호선,동묘앞,3,동관왕묘
서울교통공사,1호선,동묘앞,3,진형중고등학교
서울교통공사,1호선,동묘앞,3,농협은행(신설동점)
서울교통공사,1호선,동묘앞,3,서울숭인병원
서울교통공사,1호선,동묘앞,3,대한적십자사(중앙봉사관)
서울교통공사,1호선,동묘앞,10,서울게스트하우스
서울교통공사,1호선,동대문,1,덕산파출소
서울교통공사,1호선,동대문,1,종로중앙새마을금고
서울교통공사,1호선,동대문,1,창신2동 행정복지센터
서울교통공사,1호선,제기동,1,선농단역사공원
서울교통공사,1호선,제기동,1,서울발달장애인훈련센터
서울교통공사,1호선,제기동,2,경동유니온빌딩
서울교통공사,1호선,제기동,2,국민은행(제기동점)
서울교통공사,1호선,제기동,2,서울제기동우체국
서울교통공사,1호선,청량리(서울시립대입구),1,청량리청과물시장
서울교통공사,1호선,청량리(서울시립대입구),1,청량리농수산물시장
서울교통공사,1호선,청량리(서울시립대입구),1,제기동우체국
서울교통공사,1호선,청량리(서울시립대입구),2,청량리파출소
서울교통공사,1호선,청량리(서울시립대입구),2,청량리성당
서울교통공사,1호선,청량리(서울시립대입구),3,정암미용고등학교
서울교통공사,1호선,청량리(서울시립대입구),3,현대아파트
서울교통공사,1호선,청량리(서울시립대입구),3,서울성심병원
서울교통공사,1호선,청량리(서울시립대입구),4,동대문도서관
서울교통공사,1호선,청량리(서울시립대입구),5,청량리역롯데캐슬SK아파트
서울교통공사,1호선,청량리(서울시립대입구),5,L65호텔웨딩컨벤션
서울교통공사,1호선,청량리(서울시립대입구),5,전농119안전센터
서울교통공사,1호선,청량리(서울시립대입구),6,청량리수산시장
서울교통공사,1호선,청량리(서울시립대입구),6,농협은행(청량리점)
서울교통공사,1호선,종로5가,8,광장시장전골목
서울교통공사,1호선,종로3가,1,국민은행(종로3가점)
서울교통공사,1호선,종로3가,1,파고다고시원
서울교통공사,1호선,종로3가,2,피카디리국제미술관
서울교통공사,1호선,종로3가,2,CGV(피카디리)
서울교통공사,1호선,종로3가,2,춘원당한의학박물관
서울교통공사,1호선,종로3가,10,단성사(영화역사관)
서울교통공사,1호선,종로3가,10,신한은행(종로중앙점)
서울교통공사,1호선,종로3가,10,종로119안전센터
서울교통공사,1호선,종로3가,10,세화/원/한미/청룡귀금속도매상가
서울교통공사,1호선,종로3가,10,종로귀금속거리
서울교통공사,1호선,종로3가,11,종로3가귀금속도매상가
서울교통공사,1호선,종로3가,11,조흥/우리귀금속도매상가
서울교통공사,1호선,종로3가,11,한국교직원공제회(서울지부)
서울교통공사,1호선,종로3가,11,종로귀금속거리
서울교통공사,1호선,종로3가,11,종묘귀금속백화점
서울교통공사,1호선,종로3가,11,종묘공영주차장
서울교통공사,1호선,종로3가,12,종로3.4가새마을금고
서울교통공사,1호선,종로3가,12,제일은행(장사동점)
서울교통공사,1호선,종로3가,12,청계상가
서울교통공사,1호선,종로5가,1,종로5가우체국
서울교통공사,1호선,종로5가,1,IBK기업은행
서울교통공사,1호선,종로5가,1,KB국민은행
서울교통공사,1호선,종로5가,1,두산아트센터(연강홀)
서울교통공사,1호선,종로5가,1,보령빌딩
서울교통공사,1호선,종로5가,1,보령약국
서울교통공사,1호선,종로5가,1,종오약국
서울교통공사,1호선,종로5가,1,효성쥬얼리시티아파트
서울교통공사,1호선,종로5가,2,서울보증보험/삼양사(본사)
서울교통공사,1호선,종로5가,2,여전도회관
서울교통공사,1호선,종로5가,2,연지동방향
서울교통공사,1호선,종로5가,2,한국교회100주년기념관
서울교통공사,1호선,종로5가,2,한국기독교연합회환
서울교통공사,1호선,종로5가,3,효제초등학교
서울교통공사,1호선,종로5가,3,대학로방면
서울교통공사,1호선,종로5가,3,중부교육청
서울교통공사,1호선,종로5가,4,종로5 6가동 행정복지센터
서울교통공사,1호선,종로5가,4,백제약국
서울교통공사,1호선,종로5가,5,동대문시장
서울교통공사,1호선,종로5가,5,종로신진시장
서울교통공사,1호선,종로5가,6,청계천 5가
서울교통공사,1호선,종로5가,6,청계천-마전교
서울교통공사,1호선,종로5가,7,방산시장
서울교통공사,1호선,종로5가,7,종로5가파출소
서울교통공사,1호선,종로5가,7,광장시장
서울교통공사,1호선,종로5가,7,청계천(마전교)
서울교통공사,1호선,종로5가,8,광장시장
서울교통공사,1호선,종로5가,8,농협은행(동대문점)
서울교통공사,1호선,청량리(서울시립대입구),1,경동시장
서울교통공사,1호선,청량리(서울시립대입구),1,동서시장
서울교통공사,1호선,청량리(서울시립대입구),2,청량리우체국
서울교통공사,1호선,청량리(서울시립대입구),2,동대문경찰서
서울교통공사,1호선,청량리(서울시립대입구),3,동대문세무서
서울교통공사,1호선,청량리(서울시립대입구),3,미주아파트
서울교통공사,1호선,청량리(서울시립대입구),4,서울시립대학교
서울교통공사,1호선,청량리(서울시립대입구),6,청량리역한양수자인A
서울교통공사,1호선,제기동,1,용두롯데캐슬리치A
서울교통공사,1호선,제기동,2,서울나은병원
서울교통공사,1호선,제기동,2,미도파아울렛
서울교통공사,1호선,제기동,2,불로장생타워
서울교통공사,1호선,제기동,2,서울탑병원
서울교통공사,1호선,제기동,3,용신동주민센터
서울교통공사,1호선,제기동,3,래미안허브리츠아파트
서울교통공사,1호선,제기동,3,홈플러스(동대문)
서울교통공사,1호선,제기동,3,서울명병원
서울교통공사,1호선,제기동,3,롯데캐슬피렌체A
서울교통공사,1호선,제기동,4,장애인자활사업장
서울교통공사,1호선,제기동,4,레미안허브리츠A
서울교통공사,1호선,제기동,4,롯데캐슬피렌체A
서울교통공사,1호선,제기동,5,홈스타아파트
서울교통공사,1호선,제기동,5,랜드마크오피스텔
서울교통공사,1호선,제기동,6,용두119안전센터
서울교통공사,1호선,제기동,6,한국건강관리협회(서울동부지부)
서울교통공사,1호선,제기동,6,농협은행(용두동지점)
서울교통공사,1호선,제기동,6,용두동쭈꾸미골목
서울교통공사,1호선,신설동,1,보문효사랑요양병원
서울교통공사,1호선,신설동,1,동대문게스트하우스
서울교통공사,1호선,신설동,2,대광고등학교
서울교통공사,1호선,신설동,2,더드림요양병원
서울교통공사,1호선,신설동,3,한화손해보험(종로지점)
서울교통공사,1호선,신설동,3,강북세우관
서울교통공사,1호선,신설동,3,동네극장
서울교통공사,1호선,신설동,4,동대문여성인력개발센터
서울교통공사,1호선,신설동,4,하나은행(신설동점)
서울교통공사,1호선,신설동,5,기업은행신설동지점
서울교통공사,1호선,신설동,5,국민연금공단(동대문중랑지사)
서울교통공사,1호선,신설동,5,교보교육재단
서울교통공사,1호선,신설동,5,기아자동차동대문지점
서울교통공사,1호선,신설동,6,동대문 우체국
서울교통공사,1호선,신설동,6,동대문 도서관
서울교통공사,1호선,신설동,6,신설동종합시장
서울교통공사,1호선,신설동,6,서울교수학습지원센터
서울교통공사,1호선,신설동,6,아름다운가게
서울교통공사,1호선,신설동,6,청계천
서울교통공사,1호선,신설동,6,서울풍물시장
서울교통공사,1호선,신설동,6,우산각공원
서울교통공사,1호선,신설동,6,농협은행(신설동점)
서울교통공사,1호선,신설동,11,우리은행신설동지점
서울교통공사,1호선,신설동,11,종로청계힐스테이트A
서울교통공사,1호선,동대문,1,흥인지문 공원
서울교통공사,1호선,동대문,1,한양도성박물관
서울교통공사,1호선,동대문,2,창신골목시장
서울교통공사,1호선,종각,1,동양생명본사
서울교통공사,1호선,청량리(서울시립대입구),6,전농1파출소
서울교통공사,1호선,동대문,2,창신동·숭인동
서울교통공사,1호선,동대문,2,흥인지문 공원
서울교통공사,1호선,동대문,3,창신동·숭인동
서울교통공사,1호선,동대문,3,창신2동 행정복지센터
서울교통공사,1호선,동대문,3,종로구민회관
서울교통공사,1호선,동대문,3,백남준기념관
서울교통공사,1호선,동대문,4,신설동 방면
서울교통공사,1호선,동대문,4,문구·완구 도매시장
서울교통공사,1호선,동대문,5,청계천 방면
서울교통공사,1호선,동대문,5,동대문(흥인지문)
서울교통공사,1호선,동대문,6,동대문 종합시장
서울교통공사,1호선,동대문,6,동대문(흥인지문)
서울교통공사,1호선,동대문,6,청계천 방면
서울교통공사,1호선,동묘앞,1,숭인공원
서울교통공사,1호선,동묘앞,1,롯데캐슬천지인A
서울교통공사,1호선,동묘앞,2,숭인2동 행정복지센터
서울교통공사,1호선,동묘앞,3,종로산업정보학교
서울교통공사,1호선,동묘앞,3,신설동종합시장
서울교통공사,1호선,동묘앞,3,청계천영도교
서울교통공사,1호선,동묘앞,3,롯데캐슬베네치아A
서울교통공사,1호선,동묘앞,3,상설벼룩시장
서울교통공사,1호선,동묘앞,10,롯데캐슬천지인A
서울교통공사,1호선,동묘앞,10,숭인공원
서울교통공사,1호선,동묘앞,10,홈플러스익스프레스
서울교통공사,1호선,서울역,1,서울역
서울교통공사,1호선,서울역,1,롯데마트
서울교통공사,1호선,서울역,2,역전파출소
서울교통공사,1호선,서울역,2,(구)서울역사
서울교통공사,1호선,서울역,2,서소문공원
서울교통공사,1호선,서울역,2,한국경제신문사
서울교통공사,1호선,서울역,3,한국산업안전보건공단
서울교통공사,1호선,서울역,4,남대문시장
서울교통공사,1호선,청량리(서울시립대입구),4,청량리역(국철)
서울교통공사,1호선,종로3가,10,창덕궁
서울교통공사,1호선,종로3가,11,종묘
서울교통공사,1호선,종로3가,12,세운상가
서울교통공사,1호선,종로3가,13,청계천3가
서울교통공사,1호선,종로3가,13,장사동
서울교통공사,1호선,종로3가,13,기계공구상가
서울교통공사,1호선,종로3가,14,서울시립청소년센터
서울교통공사,1호선,종로3가,15,관수동
서울교통공사,1호선,종로3가,15,종로2가
서울교통공사,1호선,종로3가,15,기업은행종로지점
서울교통공사,1호선,종로5가,1,혜화경찰서
서울교통공사,1호선,종각,3,종로경찰서
서울교통공사,1호선,종각,3,국민은행(종로중앙점)
서울교통공사,1호선,종각,3,남인사마당
서울교통공사,1호선,종각,3-1,농협/신한/하나은행(종로점)
서울교통공사,1호선,종각,3-1,종로경찰서
서울교통공사,1호선,종각,3-1,템플스테이통합정보센터
서울교통공사,1호선,종각,3-1,인사동거리
서울교통공사,1호선,종각,3-1,SK온(본사)
서울교통공사,1호선,종각,3-1,종로서적(본점)
서울교통공사,1호선,종각,4,기업은행(본점)
서울교통공사,1호선,종각,4,SK텔레콤본사
서울교통공사,1호선,종각,4,신한은행광교빌딩점
서울교통공사,1호선,종각,4,우리은행(종로점)
서울교통공사,1호선,종각,4,IM뱅크(수도권)
서울교통공사,1호선,종각,4,신한저축은행본점
서울교통공사,1호선,서울역,5,남산공원방면
서울교통공사,1호선,서울역,5,연세빌딩
서울교통공사,1호선,서울역,7,퇴계로방면
서울교통공사,1호선,서울역,8,SK남산빌딩
서울교통공사,1호선,서울역,9,남대문경찰서
서울교통공사,1호선,서울역,9-1,서울역 버스환승센터
서울교통공사,1호선,시청,1,서울시청서소문청사
서울교통공사,1호선,시청,1,서울시립미술관
서울교통공사,1호선,시청,1,경향신문
서울교통공사,1호선,시청,1,유관순기념관
서울교통공사,1호선,시청,1,서울특별시 의회별관
서울교통공사,1호선,시청,1,예원학교
서울교통공사,1호선,시청,1,이화여고
서울교통공사,1호선,시청,1,정동극장
서울교통공사,1호선,시청,1,중부등기소
서울교통공사,1호선,시청,1,창덕여중
서울교통공사,1호선,시청,1,창덕중학교
서울교통공사,1호선,시청,1,캐나다대사관
서울교통공사,1호선,시청,2,덕수궁
서울교통공사,1호선,시청,3,서울특별시의회
서울교통공사,1호선,시청,3,세종문화회관
서울교통공사,1호선,시청,3,영국대사관
서울교통공사,1호선,시청,3,대한성공회
서울교통공사,1호선,시청,3,한국금융사박물관
서울교통공사,1호선,시청,3,코리아나호텔
서울교통공사,1호선,시청,3,조선일보사
서울교통공사,1호선,시청,4,프레스센타
서울교통공사,1호선,시청,4,광화문우체국
서울교통공사,1호선,시청,4,동아일보사
서울교통공사,1호선,시청,4,청계광장
서울교통공사,1호선,시청,4,태평로파출소
서울교통공사,1호선,시청,4,한국지능정보사회진흥원
서울교통공사,1호선,시청,5,서울광장
서울교통공사,1호선,시청,5,서울특별시청
서울교통공사,1호선,시청,6,소공동방면
서울교통공사,1호선,시청,6,롯데호텔
서울교통공사,1호선,시청,7,소공동 행정복지센터
서울교통공사,1호선,시청,7,남대문시장
서울교통공사,1호선,시청,7,한국은행본점
서울교통공사,1호선,신설동,1,대광초등학교
서울교통공사,1호선,신설동,1,국민은행보문동지점
서울교통공사,1호선,신설동,1,대광중 고등학교
서울교통공사,1호선,신설동,1,수도학원
서울교통공사,1호선,신설동,2,남서울평생교육원
서울교통공사,1호선,신설동,3,용두시장
서울교통공사,1호선,신설동,3,한국의류시험연구원
서울교통공사,1호선,신설동,4,용두초등학교
서울교통공사,1호선,신설동,5,동대문 우체국
서울교통공사,1호선,신설동,5,동대문 도서관
서울교통공사,1호선,종각,6,서울출입국외국인청(세종로출장소)
서울교통공사,1호선,종각,6,서울글로벌센터
서울교통공사,1호선,시청,1,이화여자외국어고등학교
서울교통공사,1호선,제기동,2,미주아파트
서울교통공사,1호선,시청,7,북창동음식거리
서울교통공사,1호선,시청,7,화폐박물관
서울교통공사,1호선,시청,7,국민은행(남대문점)
서울교통공사,1호선,시청,7,한화빌딩
서울교통공사,1호선,시청,7,소공동우체국
서울교통공사,1호선,서울역,1,롯데아울렛(서울역점)
서울교통공사,1호선,서울역,1,철도공사(서울본부)
서울교통공사,1호선,서울역,2,염천교수제화거리
서울교통공사,1호선,서울역,2,한국경제TV
서울교통공사,1호선,서울역,3,한국일보사
서울교통공사,1호선,종각,4,삼일빌딩
서울교통공사,1호선,종각,5,영풍문고
서울교통공사,1호선,신설동,12,보문동 방면
서울교통공사,1호선,제기동,1,고려대학교
서울교통공사,1호선,제기동,1,브라운스톤아파트
서울교통공사,1호선,제기동,1,동대문종합사회복지관
서울교통공사,1호선,제기동,1,종암초등학교
서울교통공사,1호선,제기동,1,성일중학교
서울교통공사,1호선,제기동,1,용두시장
서울교통공사,1호선,제기동,1,두산베어스타워아파트
서울교통공사,1호선,제기동,2,약령시장
서울교통공사,1호선,제기동,2,경동시장
서울교통공사,1호선,제기동,2,불로장생타워
서울교통공사,1호선,제기동,2,한솔동의보감
서울교통공사,1호선,제기동,2,현대아파트
서울교통공사,1호선,제기동,3,동대문구청
서울교통공사,1호선,제기동,3,동의보감타워
서울교통공사,1호선,제기동,3,동대문보건소
서울교통공사,1호선,제기동,3,용두동포스빌
서울교통공사,1호선,제기동,4,롯데캐슬피렌체
서울교통공사,1호선,제기동,5,정릉천
서울교통공사,1호선,제기동,6,용두 초등학교
서울교통공사,1호선,제기동,6,동부시립병원
서울교통공사,1호선,종각,1,종로구청
서울교통공사,1호선,종각,1,미국대사관
서울교통공사,1호선,종각,1,서울지방국세청
서울교통공사,1호선,종각,2,조계사
서울교통공사,1호선,종각,2,SC제일은행본점빌딩
서울교통공사,1호선,종각,3,서울기독교 청년회유지재단
서울교통공사,1호선,종각,3,종로타워빌딩
서울교통공사,1호선,종각,3,하나은행
서울교통공사,1호선,종각,3-1,공평동
서울교통공사,1호선,종각,4,서울지방노동청
서울교통공사,1호선,종각,4,서울고용복지플러스센터
서울교통공사,1호선,종각,5,한국관광공사
서울교통공사,1호선,종각,5,예금보험공사(본사)
서울교통공사,1호선,종각,6,광화문 우체국
서울교통공사,1호선,종각,6,영풍빌딩
서울교통공사,1호선,종각,6,SK서린빌딩
서울교통공사,1호선,종각,6,알파빌딩
서울교통공사,1호선,종각,6,한국무역보험공사본사
서울교통공사,1호선,종로3가,1,탑골공원
서울교통공사,1호선,종로3가,1,종로2가지구대
서울교통공사,1호선,종로3가,1,종로2가 우체국
서울교통공사,1호선,종로3가,1,낙원악기상가
서울교통공사,1호선,종로3가,2,창덕궁
서울교통공사,1호선,종각,2,청진파출소
서울교통공사,1호선,종각,2,두산위브파밀리온오피스텔
서울교통공사,1호선,종각,2,불교중앙박물관
서울교통공사,1호선,종각,2,연합뉴스(서울본사)
서울교통공사,1호선,서울역,7,연세악세사리전문상가
서울교통공사,1호선,서울역,8,SK브로드밴드본사
서울교통공사,1호선,서울역,8,백범광장
서울교통공사,1호선,서울역,8,안중근의사기념관
서울교통공사,1호선,서울역,8,중구회현체육센터
서울교통공사,1호선,서울역,8,한국기술교육대학교(직업능력심사평가원)
서울교통공사,1호선,서울역,9,서울스퀘어
서울교통공사,1호선,서울역,9,한국재정정보원(디브레인센터)
서울교통공사,1호선,서울역,9,한국재정정보원
서울교통공사,1호선,서울역,9,독일대사관
서울교통공사,1호선,서울역,9,LG서울역빌딩
서울교통공사,1호선,서울역,9,CJ그룹
서울교통공사,1호선,서울역,9,주택금융공사(서울중부지사)
서울교통공사,1호선,서울역,6,연세빌딩
서울교통공사,1호선,서울역,6,한국장학재단(서울사무소)
서울교통공사,1호선,서울역,5,한국장학재단(서울사무소)
서울교통공사,1호선,서울역,7,한화생명빌딩
서울교통공사,1호선,서울역,7,신흥안경도매상가
서울교통공사,1호선,시청,1,대한항공(서소문사옥)
서울교통공사,1호선,시청,1,산업은행(서소문지점)
서울교통공사,1호선,시청,2,국립현대미술관
서울교통공사,1호선,시청,3,세종로파출소
서울교통공사,1호선,시청,3,국민은행(태평로점)
서울교통공사,1호선,시청,3,신한은행(광화문점)
서울교통공사,1호선,시청,3,국립정동극장(세실)
서울교통공사,1호선,시청,3,덕수초등학교
서울교통공사,1호선,시청,3,광화문광장방면
서울교통공사,1호선,시청,3,서울도시건축전시관
서울교통공사,1호선,시청,3,조선일보
서울교통공사,1호선,시청,4,서울특별시청
서울교통공사,1호선,시청,4,예금보험공사본사
서울교통공사,1호선,시청,4,우리은행(서울시청)
서울교통공사,1호선,시청,4,한국관광공사(서울센터)
서울교통공사,1호선,시청,4,언론중재위원회
서울교통공사,1호선,시청,4,신용회복위원회(서울지부)
서울교통공사,1호선,시청,4,동아일보
서울교통공사,1호선,시청,4,채널A
서울교통공사,1호선,시청,5,서울도서관
서울교통공사,1호선,시청,5,신한은행(서울시청점)
서울교통공사,1호선,시청,6,더플라자호텔
서울교통공사,1호선,시청,6,프레지던트/조선호텔
서울교통공사,1호선,시청,6,환구단
서울교통공사,1호선,시청,7,농협은행(태평로점)
서울교통공사,1호선,서울역,3,대한서울상공회의소
서울교통공사,1호선,서울역,3,신한은행본점
서울교통공사,1호선,서울역,3,삼성본관빌딩
서울교통공사,1호선,서울역,3,삼성생명(서소문빌딩)
서울교통공사,1호선,서울역,3,AIA생명보험본사
서울교통공사,1호선,서울역,3,기업은행(남대문점)
서울교통공사,1호선,서울역,3,공정거래조정원
서울교통공사,1호선,서울역,4,남대문파출소
서울교통공사,1호선,서울역,4,숭례문
서울교통공사,1호선,서울역,4,농협은행(남대문점)
서울교통공사,1호선,서울역,4,롯데손해보험본사
서울교통공사,1호선,서울역,4,남도수입상가
서울교통공사,1호선,서울역,4,신한은행(남대문점)
서울교통공사,1호선,서울역,4,원자력안전위원회
서울교통공사,1호선,종각,5,국민건강보험공단(종로지사)
서울교통공사,1호선,종각,5,IM뱅크(서울점)
서울교통공사,1호선,종각,5,DB저축은행본점
서울교통공사,1호선,종각,5,광주은행(서울점)
서울교통공사,1호선,종각,5,기업은행(무교점)
서울교통공사,1호선,종각,6,영풍문고
서울교통공사,1호선,종각,6,하나은행(서린지점)
서울교통공사,2호선,시청,11,서소문파출소
서울교통공사,2호선,시청,11,서울시청(서소문청사)
서울교통공사,2호선,시청,11,서울시립미술관
서울교통공사,2호선,시청,12,서울시청(서소문청사)
서울교통공사,2호선,시청,12,덕수궁
서울교통공사,2호선,시청,12,국립현대미술관
서울교통공사,2호선,충정로(경기대입구),1,서대문경찰서
서울교통공사,2호선,구로디지털단지,1,미성아파트
서울교통공사,2호선,까치산,2,화곡2동 행정복지센터
서울교통공사,2호선,까치산,3,화곡1동 행정복지센터
서울교통공사,2호선,이대,1,농협은행(신촌지점)
서울교통공사,2호선,아현,1,서울서부준법지원센터
서울교통공사,2호선,강남,7,우성5차아파트
서울교통공사,2호선,강남,8,서운중학교
서울교통공사,2호선,강남,8,삼성생명(서초타워)
서울교통공사,2호선,강남,9,서초4동
서울교통공사,2호선,강남,9,서일중학교
서울교통공사,2호선,강남,1,국민건강보험강남서부지사
서울교통공사,2호선,강남,1,역삼세무서
서울교통공사,2호선,강남,1,역삼
서울교통공사,2호선,강남,1,테헤란빌딩
서울교통공사,2호선,강남,1,캠브리지빌딩
서울교통공사,2호선,뚝섬,8,한국방송통신대학교
서울교통공사,2호선,강남,2,메리츠타워
서울교통공사,2호선,뚝섬,8,서울지역대학
서울교통공사,2호선,뚝섬,8,성동구민종합체육센터
서울교통공사,2호선,강남,2,국민건강보험공단강남서부지사
서울교통공사,2호선,강남,2,양재동방면
서울교통공사,2호선,뚝섬,8,서울시미래한강본부
서울교통공사,2호선,을지로3가,3,을지로동 행정복지센터
서울교통공사,2호선,시청,8,농협은행(태평로점)
서울교통공사,2호선,시청,8,북창동음식거리
서울교통공사,2호선,시청,8,화폐박물관
서울교통공사,2호선,시청,8,삼성본관
서울교통공사,2호선,시청,8,한국은행
서울교통공사,2호선,시청,8,국민은행(남대문점)
서울교통공사,2호선,교대(법원.검찰청),2,청운빌딩
서울교통공사,2호선,시청,8,한화빌딩
서울교통공사,2호선,시청,8,소공동우체국
서울교통공사,2호선,시청,8,서울시청(서소문2청사)
서울교통공사,2호선,교대(법원.검찰청),4,서초래미안아파트
서울교통공사,2호선,시청,9,하나은행(서소문점)
서울교통공사,2호선,교대(법원.검찰청),4,유원아파트
서울교통공사,2호선,시청,9,신한은행(본점)
서울교통공사,2호선,교대(법원.검찰청),4,장안빌딩
서울교통공사,2호선,교대(법원.검찰청),5,서울교육대학교
서울교통공사,2호선,시청,9,삼성본관
서울교통공사,2호선,시청,9,대한서울상공회의소
서울교통공사,2호선,교대(법원.검찰청),5,인앤인빌딩
서울교통공사,2호선,교대(법원.검찰청),6,아크로비스타아파트
서울교통공사,2호선,교대(법원.검찰청),6,우림빌딩
서울교통공사,2호선,시청,9,서울시청(서소문2청사) 
서울교통공사,2호선,시청,9,이마트(본사)
서울교통공사,2호선,시청,9,삼성생명(서소문빌딩)
서울교통공사,2호선,교대(법원.검찰청),7,삼풍아파트
서울교통공사,2호선,시청,9,AIA생명(본점)
서울교통공사,2호선,시청,10,대한항공(서소문사옥)
서울교통공사,2호선,교대(법원.검찰청),8,서초프라자
서울교통공사,2호선,교대(법원.검찰청),9,태양빌딩
서울교통공사,2호선,시청,10,산업은행(서소문지점)
서울교통공사,2호선,시청,10,서울시립미술관
서울교통공사,2호선,교대(법원.검찰청),10,대법원
서울교통공사,2호선,교대(법원.검찰청),10,대한법률구조공단
서울교통공사,2호선,교대(법원.검찰청),10,석정
서울교통공사,2호선,교대(법원.검찰청),10,남촌빌딩
서울교통공사,2호선,시청,10,서울지방법원(중부등기소)
서울교통공사,2호선,시청,10,이화여자고등학교
서울교통공사,2호선,교대(법원.검찰청),11,하이마트빌딩
서울교통공사,2호선,시청,10,우리은행(서소문점)
서울교통공사,2호선,시청,10,유관순기념관
서울교통공사,2호선,시청,10,이화여자외국어고등학교
서울교통공사,2호선,시청,11,서울특별시의회별관
서울교통공사,2호선,신촌,2,현대백화점유플렉스(신촌점)
서울교통공사,2호선,건대입구,1,한림포스빌
서울교통공사,2호선,신촌,3,우리은행(세브란스병원점)
서울교통공사,2호선,신촌,3,신촌장례식장
서울교통공사,2호선,건대입구,2,건국대학교
서울교통공사,2호선,신촌,3,홍익문고
서울교통공사,2호선,신촌,4,신촌동주민센터
서울교통공사,2호선,신촌,4,YBM어학원(신촌센터)
서울교통공사,2호선,신촌,5,대흥동주민센터
서울교통공사,2호선,충정로(경기대입구),1,농협은행(충정로역)
서울교통공사,2호선,구로디지털단지,1,헌혈의집(구로디지털단지역)
서울교통공사,2호선,구로디지털단지,2,기업은행(구로동)
서울교통공사,2호선,구로디지털단지,2,구로디지털단지우체국
서울교통공사,2호선,충정로(경기대입구),1, 모두예술극장
서울교통공사,2호선,충정로(경기대입구),1,팍스경제TV
서울교통공사,2호선,충정로(경기대입구),2,종근당본사
서울교통공사,2호선,충정로(경기대입구),2,사랑의장기기증운동본부
서울교통공사,2호선,충정로(경기대입구),3,서울시아리수본부
서울교통공사,2호선,구로디지털단지,3,구로디지털단지우체국
서울교통공사,2호선,구로디지털단지,3,대륭포스트타워2 3 7차
